wr_ratio,qdep,wrsz,rdsz,wrnd,rrnd,wr_stride,rd_stride,lat,bw,iops
0,4,256,256,50,50,0,0,1.90,527.40,2109
0,4,256,256,50,100,0,0,1.90,527.75,2110
0,4,256,256,100,0,0,0,1.90,527.55,2109
0,4,256,256,100,50,0,0,1.90,527.40,2109
0,4,256,256,100,100,0,0,1.89,527.90,2111
0,16,1,1,0,50,0,0,0.15,104.13,106630
0,16,1,1,0,100,0,0,0.12,130.87,134004
0,16,1,1,50,0,0,0,0.09,178.78,183069
0,16,1,1,50,50,0,0,0.15,104.28,106782
0,16,1,1,50,100,0,0,0.12,130.36,133487
0,16,1,1,100,0,0,0,0.09,178.70,182984
0,16,1,1,100,50,0,0,0.15,104.09,106585
0,16,1,1,100,100,0,0,0.12,130.84,133972
0,16,1,4,0,50,0,0,0.16,380.26,97343
0,16,1,4,0,100,0,0,0.16,382.94,98028
0,16,1,4,50,0,0,0,0.16,384.14,98338
0,16,1,4,50,50,0,0,0.16,380.36,97368
0,16,1,4,50,100,0,0,0.16,382.92,98025
0,16,1,4,100,0,0,0,0.16,384.03,98308
0,16,1,4,100,50,0,0,0.16,380.40,97379
0,16,1,4,100,100,0,0,0.16,382.93,98028
0,16,1,16,0,50,0,0,0.51,487.30,31184
0,16,1,16,0,100,0,0,0.51,486.43,31128
0,16,1,16,50,0,0,0,0.51,489.36,31316
0,16,1,16,50,50,0,0,0.51,487.24,31180
0,16,1,16,50,100,0,0,0.52,486.46,31130
0,16,1,16,100,0,0,0,0.51,489.38,31317
0,16,1,16,100,50,0,0,0.56,486.42,31128
0,16,1,16,100,100,0,0,0.51,486.38,31125
0,16,1,64,0,50,0,0,1.93,519.26,8305
0,16,1,64,0,100,0,0,1.92,519.95,8316
0,16,1,64,50,0,0,0,1.92,521.05,8334
0,16,1,64,50,50,0,0,1.92,522.05,8350
0,16,1,64,50,100,0,0,1.92,520.16,8319
0,16,1,64,100,0,0,0,1.92,522.02,8349
0,16,1,64,100,50,0,0,1.93,519.27,8305
0,16,1,64,100,100,0,0,1.92,519.82,8314
0,16,1,256,0,50,0,0,7.54,530.91,2120
0,16,1,256,0,100,0,0,7.55,530.71,2120
0,16,1,256,50,0,0,0,7.54,530.96,2121
0,16,1,256,50,50,0,0,7.54,531.11,2121
0,16,1,256,50,100,0,0,7.55,530.76,2120
0,16,1,256,100,0,0,0,7.56,529.86,2116
0,16,1,256,100,50,0,0,7.55,530.21,2118
0,16,1,256,100,100,0,0,7.55,530.46,2119
0,16,4,1,0,50,0,0,0.15,104.09,106584
0,16,4,1,0,100,0,0,0.12,130.95,134093
0,16,4,1,50,0,0,0,0.09,178.12,182389
0,16,4,1,50,50,0,0,0.15,104.21,106711
0,16,4,1,50,100,0,0,0.12,130.84,133978
0,16,4,1,100,0,0,0,0.09,178.26,182532
0,16,4,1,100,50,0,0,0.15,104.07,106560
0,16,4,1,100,100,0,0,0.12,130.99,134133
0,16,4,4,0,50,0,0,0.16,380.38,97373
0,16,4,4,0,100,0,0,0.16,382.94,98028
0,16,4,4,50,0,0,0,0.16,384.18,98347
0,16,4,4,50,50,0,0,0.16,380.48,97400
0,16,4,4,50,100,0,0,0.16,381.53,97670
0,16,4,4,100,0,0,0,0.16,384.13,98333
0,16,4,4,100,50,0,0,0.16,380.41,97381
0,16,4,4,100,100,0,0,0.16,382.90,98020
0,16,4,16,0,50,0,0,0.51,487.27,31182
0,16,4,16,0,100,0,0,0.53,486.37,31124
0,16,4,16,50,0,0,0,0.51,489.34,31315
0,16,4,16,50,50,0,0,0.51,487.22,31179
0,16,4,16,50,100,0,0,0.51,486.27,31118
0,16,4,16,100,0,0,0,0.51,489.47,31323
0,16,4,16,100,50,0,0,0.51,487.27,31182
0,16,4,16,100,100,0,0,0.51,486.49,31132
0,16,4,64,0,50,0,0,1.93,519.31,8306
0,16,4,64,0,100,0,0,1.92,521.08,8334
0,16,4,64,50,0,0,0,1.92,521.16,8335
0,16,4,64,50,50,0,0,1.93,519.35,8306
